,axial_max,tang_max,index_of_axm,index_of_tnm,axial_in_mxt,tang_in_mxa,cone_angl,frequancy,label
266,-14.4843137331464,-10.674167890113518,22,43,-12.44809608635492,-11.851068525012494,14,51.79246311,1
267,-11.5159002998748,-7.12247814225004,25,36,-9.60304929559701,-6.527339348401576,8,113.1822732,0
268,-13.0459045048716,-14.646975646317443,30,41,-7.7173535166025,-9.525264864467411,15,136.75138059,1
269,-14.209228772888,-7.689934400350722,5,45,-13.71931966364512,-8.38754125415974,7,82.11365224,1
270,-11.4955346204855,-4.287009387790848,26,39,-9.92645336672828,-3.318796198109375,14,48.76572185,1
271,-11.6754073204763,-8.337264339604609,30,45,-7.04580655968639,-6.161254122782541,15,136.06139852,1
272,-11.9502961992357,-11.084312751737496,30,40,-7.65906589922881,-7.8040875901940545,13,72.39933848,0
273,-12.2868714824437,-5.682092072232708,14,47,-12.3876971889632,-6.818634342325833,9,120.97842908,1
274,-14.7662558607387,-11.043725056544268,7,40,-11.43170590962196,-11.077061737735209,9,112.39301611,1
275,-11.1170327674203,-6.951646608567195,30,38,-8.27897481815959,-5.3208975880818485,10,133.77195224,1
276,-11.927506114825,-16.544477759464307,30,51,-8.80636901762614,-13.99952534154573,13,136.7521095,1
277,-13.295888200117,-9.391820767032124,26,46,-12.19015282406607,-8.230122525161484,8,128.7396803,1
278,-11.1997632944039,-10.04522813959856,28,41,-10.55079765560244,-8.74338889079188,10,132.99687726,1
279,-11.8453620803244,-3.4966284012160465,10,37,-9.8904242827417,-3.811292668070948,10,17.38225109,0
280,-12.2984185033789,-10.337990772845389,27,38,-8.01681958706839,-8.849762782451831,10,76.33311353,0
281,-14.4058231077126,-11.593330003333527,30,40,-11.5824398134137,-10.762212790919246,10,124.89933269,1
282,-14.107499982062,-15.1068807400004,29,46,-11.13881337524728,-13.219005449157276,10,134.59424384,1
283,-12.9138330496784,-7.243592585657723,13,37,-11.93364636805506,-7.707144319585289,12,64.64043831,0
284,-11.4150695061969,-6.214643865847387,19,37,-7.60529663320203,-2.903128523269393,12,132.39366267,1
285,-11.9991086441868,-10.91477296583106,19,39,-7.59820704380088,-10.116101176109389,9,129.81876852,1
286,-14.0093552093637,-13.381539453988069,14,37,-9.73373908187954,-11.805781116983553,14,133.72933251,1
287,-12.6429367591941,-7.956629042509396,3,46,-13.26488956031816,-10.540720839397418,9,132.33941138,1
288,-11.3556222994253,-4.013767670926237,30,39,-6.54166988489213,-2.5353110064828943,13,136.02888712,1
289,-11.3230652195004,-10.76537549270623,30,45,-8.9630815104778,-10.771886865548826,7,122.23067569,1
290,-12.7338745273639,-10.57071036959906,9,39,-13.2602306160527,-9.787920228814762,11,17.31742072,0
291,-12.1079436705102,-5.227544488078857,19,44,-12.20543866375286,-4.9008423356908235,9,125.01280321,1
292,-13.1643179532931,-7.392744456523939,15,45,-12.14582497432634,-10.86214092685762,8,20.85715257,0
293,-12.2222497949969,-13.52697396035941,30,47,-6.35091278142328,-10.436975784085888,15,136.72423679,1
294,-11.6381509560341,-13.72075058117046,30,38,-6.57206499831916,-9.443537698115092,8,134.95182543,1
295,-13.0696182932616,-11.854710557602624,15,40,-7.52445954737095,-11.817774318830269,13,130.0377953,1
296,-11.7481972849563,-10.373296008845113,10,39,-9.28196328749958,-9.786049044820297,9,123.27981649,1
297,-11.89683849061,-11.214630434648491,30,41,-9.27939000610134,-7.426101280848892,8,113.74019932,1
298,-12.9819266720365,-9.906641822492084,27,44,-12.64919926120708,-10.075360269716796,10,120.74854536,1
299,-11.2308156792931,-4.930519502600976,30,38,-8.20632303342488,-3.8616693223115135,10,101.41162375,1
300,-11.9567658629206,-7.73373006488081,17,38,-6.84125598769843,-5.740422255219533,10,82.127649,0
301,-13.5785194911247,-14.257990797879494,28,45,-9.98120616266187,-14.595707522135774,11,135.71498303,1
302,-11.9409351188999,-10.815937636954757,29,44,-12.00030772880336,-8.767283786935916,13,47.0422624,0
303,-12.8176550335339,-13.123203083516753,24,45,-13.29213633108621,-12.475014278531486,11,103.90416299,0
304,-14.3309735359378,-16.063737899011684,30,51,-10.42502584621669,-12.883047927599092,10,136.72081802,1
305,-12.4149781468566,-10.565311550031524,30,38,-8.86360929275282,-8.665920934242182,9,37.97237419,1
306,-13.2860580195678,-7.182108780476467,7,37,-12.07930699624568,-7.427982100304979,15,94.80953514,1
307,-11.2779547887137,-2.556435596424068,20,35,-9.76576450444462,-2.442168249536584,7,13.71165006,0
308,-11.5806699293174,-10.669399229236577,29,45,-8.45727233005823,-9.635790076665518,10,128.53920126,1
309,-13.0802381355104,-15.391057317668453,30,47,-10.62062426009038,-12.880087475153658,13,136.74633257,1
310,-10.95815451126,-2.0704209011597374,29,34,-7.34153120357418,0.7482700984395514,11,27.53555705,0
311,-11.9343218762187,-8.248826357986447,11,36,-10.72623979049224,-5.212863769625779,10,99.75703795,1
312,-11.7562352083761,-4.481047951059967,30,37,-5.60631834179065,-1.4369102942064131,12,89.33577192,0
313,-11.8262046994424,-13.279850179409184,28,40,-7.92997016045503,-10.122377668236188,7,134.50576674,1
314,-13.4735372034801,-8.508152790596812,26,41,-12.35685710453713,-5.6946394213998595,7,13.73820188,0
315,-11.4791548082526,-3.3336601076919354,20,36,-11.05903250509917,-2.373973700622834,12,14.42696294,0
316,-13.0624358371375,-7.407641429428484,4,34,-11.10219123987441,-6.949474107024212,6,6.64073817,0
317,-11.2461216734398,-6.8961637357069385,29,37,-7.33168606230641,-4.319574425018695,15,134.88692752,1
318,-11.9783449839583,-16.503777051481794,30,51,-6.45100192985597,-12.251364254781848,10,136.62597262,1
319,-14.4533667063379,-10.702096359597887,12,48,-12.39481066944024,-11.79960073316293,8,108.92131418,1
320,-13.3911138963767,-14.833901358311449,30,51,-11.07062512239494,-13.791738905505925,11,134.13559724,1
321,-12.2002479871191,-3.528531772331517,10,34,-11.22430443777704,-3.0089576723064813,15,13.90768601,0
322,-13.3170845971989,-7.4164179691733185,28,46,-13.78082158735938,-10.26894554960131,14,93.71313033,1
323,-14.0802188219352,-12.170625845899266,19,38,-10.32503446084825,-11.133654158583028,9,120.26824963,1
324,-11.9565551864115,-10.785495497579397,24,40,-7.13417613422221,-10.44642508940685,8,135.35890909,1
325,-14.4785807067283,-9.723291888547724,30,38,-10.69627080746864,-9.029609572427848,9,95.86976387,1
326,-11.8688994635734,-15.172802839375496,29,41,-7.68669515002029,-12.290994607869152,14,136.75182539,1
327,-12.8879655625702,-11.369513887940052,22,43,-8.55443774030798,-10.708819691705179,8,136.45374654,1
328,-12.4297430810515,-5.18265039944105,25,40,-12.23987617086169,-5.3102500036502125,13,27.89983774,0
329,-13.458946512042,-16.344080973011714,29,45,-9.24060212151348,-14.366514769114268,10,136.26741008,1
330,-11.6405641749374,-2.9750321448178845,11,34,-8.1659578392801,-2.73370856203959,6,0.91302639,0
331,-13.7934352410064,-9.552885982197795,18,38,-9.9592004984814,-9.837612435478125,6,59.71941483,0
332,-13.8804551016158,-11.961577787140858,22,36,-7.31767800955829,-10.704388091500007,6,118.9348367,1
333,-11.0834581121384,-12.654993913805487,30,37,-6.02290489025034,-8.672861604438078,12,136.58245351,1
334,-11.7868811262039,-9.041052294908797,30,42,-8.20284538121813,-8.559903795179924,12,136.74943812,1
335,-14.6811249969296,-12.942093074991769,22,40,-8.12857770340181,-12.283002928477696,10,136.67852847,1
336,-12.4821090270903,-11.495611203853116,30,49,-9.23113702721552,-10.530800368166652,13,136.74618852,1
337,-11.1344407284719,-5.545145507740008,10,32,-6.04474296023724,-3.0466887248490853,12,17.01182727,0
338,-11.5088075180883,-9.647733652898077,28,40,-7.47172531078139,-7.205480788067506,13,136.46797529,1
339,-12.8065490341,-10.026483207290081,27,44,-12.90217771245315,-9.359960292393566,11,14.21137366,0
340,-11.5178966269115,-5.034886466521108,13,40,-9.85230306642389,-7.136824163566043,6,29.72578903,0
341,-11.7296591548004,-10.135900299374615,30,47,-8.40408198382523,-9.239065632991796,14,135.67292962,1
342,-12.3847155042266,-9.461393422397167,26,41,-11.23871930394138,-8.348169234951397,15,136.64860796,1
343,-12.3243651496815,-12.23082972923972,27,47,-10.95964911638081,-10.953695940969375,6,121.42316484,0
344,-11.7922600258716,-15.904057937505794,30,43,-6.08178662965686,-11.852001092361899,13,136.75213598,1
345,-11.7124762210603,-6.23996134881493,5,36,-11.79827840269414,-6.237570705716577,11,14.19557364,0
346,-14.0488365270577,-14.768013235727192,28,42,-10.81898684000767,-15.103625203626779,10,136.5926515,1
347,-12.9284071407668,-11.147169999733002,27,44,-10.35068953462939,-8.975598699644726,15,136.04803097,1
348,-12.1764090878836,-10.596453215901082,26,39,-7.47489489357498,-9.719456940672023,8,41.09121481,0
349,-12.6038795036347,-11.35153831376483,22,43,-10.34554220380734,-10.419348879438044,13,126.69661829,1
350,-11.5267208271171,-3.388066195836142,11,44,-13.06403652840211,-4.9104328856705735,14,0.93746623,0
351,-12.1796211888422,-8.182050735051511,11,42,-13.54853905870474,-6.699803115987592,8,41.49784532,1
352,-12.7437230880011,-10.700938534666246,30,46,-11.66033626757984,-9.358700011467501,7,132.63484613,1
353,-12.2071956675837,-7.752639740152963,14,40,-7.90505239780423,-6.91886470077397,14,125.45216742,0
354,-12.6039964943759,-14.53437578721936,29,44,-11.29849450098732,-11.733648667992632,8,136.3005613,1
355,-13.8213989319266,-16.021503127756148,30,42,-7.99306272732891,-13.412546007117983,14,136.74466814,1
356,-11.6760534932156,-8.220950994704479,26,41,-10.01883972215362,-9.799611227908377,8,116.76556747,1
357,-12.3900682154074,-13.756249741210038,29,51,-11.78180085635004,-12.153838801564085,11,121.49347012,0
358,-11.3078203324513,-13.196258918057362,28,39,-7.55970264500218,-11.241979100767288,13,136.41772227,1
359,-11.8596945660361,-4.639089216844388,25,38,-9.91484093719567,-3.035382065865578,12,46.62285289,1
360,-13.5876252100383,-12.591796964143882,26,45,-13.2073203333397,-13.27482698164777,13,5.00559163,0
361,-11.3801044617354,-12.694120440602038,30,44,-7.52288065806878,-9.531600473736306,15,136.66724005,1
362,-11.9368854713479,-7.52102965683191,14,41,-10.42080643543204,-5.986262384511267,9,38.43435065,0
363,-12.4985767820261,-10.750712518256485,27,41,-9.65335223099363,-9.383519683925938,11,134.96033182,1
364,-14.0701055195044,-8.28509891021244,14,47,-13.76588528798586,-7.902949017114539,11,109.39387833,1
365,-11.566200336378,-14.43769352906181,28,47,-7.7962949666523,-12.525526443561798,11,136.68315401,1
366,-11.9400958070098,-10.810595994745913,17,49,-12.90462555869842,-11.802474694804687,7,136.15757803,1
367,-11.7322276175851,-15.638970046404937,30,41,-7.41137096133876,-11.54270112416642,13,136.75036892,1
368,-14.0762139813429,-13.811678348402685,5,43,-13.54874033696049,-13.307567633359486,6,95.36283289,1
369,-12.9384735823513,-13.129024483899158,22,43,-11.06882416392543,-9.522498866279747,13,123.34363413,1
370,-12.0327761796741,-5.545211244641102,9,42,-12.04327157880535,-7.499409908065765,6,43.98498872,1
371,-14.1003322063538,-8.314045544225872,4,48,-13.93879558421897,-13.56790712735691,7,2.94020078,0
372,-12.3257315248133,-4.769470682882284,5,36,-12.86931971194736,-4.584373554195084,12,20.44461083,1
373,-12.6464861551474,-11.089772540558446,13,43,-11.80600203596522,-11.170276324284098,12,97.86714765,1
374,-13.4553461065191,-11.130997249664363,21,40,-10.95823433922499,-10.646099204505568,8,127.69443685,1
375,-14.5872546146863,-11.393586996669864,23,48,-13.05641805440988,-11.323903057463246,10,135.88063985,1
376,-12.1638003280558,-7.467856795087556,12,40,-10.77518680078223,-5.989303116477014,15,115.75682958,0
377,-13.2600113834453,-13.133524277490523,23,48,-12.3609950158519,-11.61000551176368,9,136.72869187,1
378,-14.5859113191384,-11.766739165994933,28,45,-12.71595861108341,-10.779765434947297,8,63.80021327,0
379,-12.7087773826993,-4.367390623450596,3,36,-12.22073517531917,-6.025955363443899,13,5.76171354,0
380,-13.8938740221296,-14.64980001372702,30,54,-11.10436384664834,-13.206648831315983,13,136.750324,1
381,-13.2259234076151,-12.519028447653467,29,46,-12.22771854447917,-10.270242298424215,9,136.58054462,1
382,-13.5986765380539,-17.175290567490293,30,50,-7.24375642776861,-16.247291150337336,15,136.75213496,1
383,-11.374841553624,-11.437812850993296,30,47,-10.65564564456068,-10.413888957485081,15,136.68932838,1
384,-12.2857207366657,-6.546307650433825,20,44,-10.97371526031027,-7.3465110676758645,7,133.80798109,1
385,-12.4397902034352,-12.907847349640273,30,38,-10.04702966125897,-10.478157611193204,7,102.20151544,1
386,-14.548357932644,-11.40476979475763,30,40,-9.44468235114288,-10.913789853151386,14,135.76332956,1
387,-12.0027893780827,-15.994111530666228,30,46,-8.1025732199666,-14.032025364463674,8,136.75192377,1
388,-12.8745014154366,-10.534160245575972,8,39,-10.89660724205558,-11.401938314308387,13,115.32523895,0
389,-12.6677913871128,-11.946860725266895,10,41,-11.99232266780054,-12.075981545860165,15,127.55356818,1
390,-11.4826424193475,-2.3436273533172294,2,32,-9.52732535171126,-1.428814085147291,6,2.4911363,0
391,-12.9992107933222,-10.293524430357014,3,40,-9.83215195818922,-12.411583715816583,12,123.2104255,1
392,-12.9087805543748,-13.914600622737384,20,37,-9.82429456757291,-11.428398729503272,14,91.92173487,1
393,-12.5092012579792,-4.32846473551151,3,37,-13.44099385752218,-4.233331899754798,12,3.04211475,1
394,-11.6577274559676,-14.689613634209124,30,43,-5.08120535982088,-11.184980410907627,15,136.75154371,1
395,-11.5445184886158,-14.878720820631141,30,43,-7.60181634138897,-12.194911967630016,7,136.46397694,1
396,-13.4035457162429,-15.769441716843989,30,51,-11.18125020989006,-14.30784172323142,13,136.74984885,1
397,-13.7277514630016,-11.631577136800306,30,47,-12.33359262630722,-10.954986557942277,15,136.32914887,1
398,-14.1097708899788,-15.362724673233556,30,43,-9.10115208253652,-13.09040228140232,12,135.82885278,1
399,-12.5826093538297,-15.901776409515076,30,44,-10.07056426169105,-14.01621642207455,8,136.04730017,1
400,-11.8837254609771,-5.698266659532569,29,39,-10.85212758939361,-4.8010434022908655,8,0.59744329,0
401,-12.4522365429717,-11.774304464070662,30,48,-10.74817294917631,-9.799626001863224,9,135.28634364,1
402,-11.8794799766685,-13.428648661000189,30,39,-9.49661720182938,-9.347478440807087,15,132.55082741,1
403,-11.3502428464652,-11.162928253372932,28,45,-9.1594950287356,-9.516016902252092,14,136.47639791,1
404,-12.0338137093943,-10.37616544434327,28,41,-9.63273139414065,-7.860284659002318,11,28.23178443,0
405,-13.0519069421152,-15.43026139445496,30,49,-10.5792936852265,-12.65146471488751,6,136.69204442,1
406,-12.2155619657866,-13.980323563862347,30,41,-8.08633160855555,-9.099816416219292,9,125.24524563,1
407,-11.4534773892849,-4.701529654279135,25,37,-7.65010662505629,-2.932036161037459,14,27.83278019,0
408,-12.0842241337901,-6.656046071092598,13,39,-11.36079306229511,-8.24338682759988,12,59.05609425,0
409,-10.9631049971662,-5.228748521769155,29,38,-6.92241420078124,-2.1289223032703575,9,126.43358478,1
410,-11.8724978195596,-6.28155340013118,27,35,-8.03046913036601,-4.892626169109834,12,45.91458322,1
411,-11.8401850300913,-11.956597665132918,30,38,-5.61964477648046,-7.116421010774554,12,135.84012266,1
412,-13.8345586551455,-4.311987932413146,4,39,-13.76654034921284,-4.031516764960076,6,1.36480665,0
413,-12.3185116824436,-4.7054534786121245,4,37,-10.8546215762287,-6.407035399727308,13,43.70043666,0
414,-13.9463353224501,-10.550727033111386,23,43,-11.44182622092089,-10.743646099149814,10,120.52070985,0
415,-11.5445394533113,-6.139125191571214,17,38,-10.68933852227377,-6.269579281452865,11,109.42668179,0
416,-12.1680569443784,-3.3713847264348242,22,35,-8.52563079731122,-1.646715790219524,11,39.4652513,0
417,-11.9051047074586,-3.7250665572651354,4,32,-9.21099021944654,-3.808634389811054,7,1.85222007,0
418,-14.2141844136171,-13.32747325673574,22,44,-13.03342648102361,-12.250988254692235,14,95.45111102,0
419,-13.1794595639563,-8.83221158000551,14,38,-9.9904793983254,-9.209273161350183,12,122.12043538,0
420,-11.9057435527888,-14.888769864150671,30,44,-5.46844428562429,-12.22179998119455,9,136.70094125,1
421,-12.2080491730787,-12.84148868356958,30,44,-10.11247477016462,-6.876657890215359,14,136.59496595,1
422,-13.4223861375135,-14.852288183562973,27,48,-9.18227658248959,-14.398231580064882,8,136.69456489,1
423,-12.4322900327488,-9.631506377448595,25,41,-9.49947225374277,-8.570228690771007,12,95.92534847,1
424,-12.7713523680392,-8.107269311010418,10,40,-10.09738035710706,-8.403719395667549,7,18.36199047,0
425,-14.7082608135459,-16.30539652425521,30,54,-12.9212691825791,-15.59989090136267,13,136.74884138,1
426,-11.1877339035371,-8.559784680679764,28,39,-9.4991012996873,-6.32356063459506,15,30.13240357,0
427,-12.1537078129534,-7.010787463077799,23,46,-11.57960917059486,-8.573028472121509,11,112.19176727,0
428,-12.5357906516305,-16.90917078778323,30,52,-9.36376593061265,-13.876728077645927,13,136.75187989,1
429,-12.3188632240556,-14.903063064596939,30,40,-6.50068453327204,-11.776327106015973,14,136.16658128,1
430,-13.45456900197,-13.782421546646042,30,54,-13.17839349484698,-12.195682658115281,11,116.77092379,0
431,-11.6150600028076,-11.578031348711043,30,43,-10.24604395479039,-9.148088434897362,14,134.35482103,1
432,-12.3245694423342,-11.907093202188266,30,40,-7.70261353979341,-10.4787907362862,11,136.69409234,1
433,-12.0788867261079,-8.37255803153644,27,39,-8.17712693145544,-7.497964344365785,6,48.7708203,1
434,-13.2630751934524,-11.92716675172463,24,45,-13.18929158729265,-10.664637866986176,12,71.53610438,0
435,-12.457474935417,-3.587259053033275,2,34,-10.96437057283597,-5.998457058017969,11,14.13890244,0
436,-12.3941706925111,-13.32912923071294,15,42,-10.39276512665266,-12.47393579646425,8,136.07448456,1
437,-13.6361820848136,-12.308456143320857,30,52,-12.1997933460111,-10.461786095442699,12,136.69431097,1
438,-12.1323777567721,-14.436149291987096,30,45,-7.58605676335759,-12.963437868516174,11,136.57684241,1
439,-12.9299846426331,-13.758324623011102,30,51,-10.4836810656194,-12.246951434045332,12,135.16480425,1
440,-11.230944096237,-5.453621658436807,22,40,-11.74925625950003,-5.200985982287197,7,105.59586622,1
441,-11.005141329976,-3.466028622438726,13,39,-9.12717660526717,-1.8390477340003084,15,135.75734971,1
442,-13.010495282231,-10.641713103873446,3,35,-7.31033505465965,-9.897446041018998,13,135.71470755,1
443,-12.067923669207,-11.387594526968115,7,36,-8.7708553450202,-10.269194014548077,15,135.00152691,1
444,-11.9702002600278,-15.563541835576043,30,46,-5.72221875614286,-13.19977393476086,12,136.75213615,1
445,-11.8894267014924,-2.739195721692539,11,38,-10.64690452376891,-2.64437422642731,6,56.29012055,0
446,-12.900505210303,-15.985438430737306,30,47,-7.43482860741045,-13.597124207192499,13,136.74962192,1
447,-11.054360321982,-10.509921402736795,29,45,-7.74570940502584,-7.626856757188165,12,136.24160954,1
448,-12.8099352813308,-10.993896075871234,25,44,-11.82679114305917,-7.018321354165048,15,96.59690103,1
449,-12.0878217822518,-3.3316186551118907,6,39,-12.52773830398309,-2.859052956482019,6,3.04894125,0
450,-14.5612906635966,-9.920915729040786,18,45,-13.55091898130121,-9.639395963905368,6,126.19048463,1
451,-12.0696637568679,-11.553052627596298,27,47,-13.8405372830113,-12.879506338924386,12,130.96785756,1
452,-12.6862696169478,-12.173881294538674,30,45,-10.00226356200582,-10.604058100138689,10,121.92743003,1
453,-13.0351795763554,-9.531063023254543,30,42,-9.03603823577295,-8.63996392552738,8,136.61084858,1
454,-12.7623510304606,-12.35913382766132,30,38,-6.99323417023571,-10.290306593493877,14,136.56626231,1
455,-12.9662848750805,-10.061089222025576,29,38,-9.07548994147739,-8.558808005639333,12,134.5433333,1
456,-12.3945089820593,-7.647754417354145,21,37,-9.13207873389188,-7.538665595622037,11,93.11328988,0
457,-12.1934834997048,-14.058526528300348,24,40,-8.31070673783828,-11.42243183046683,11,136.70466381,1
458,-12.0871818410496,-7.253989509925184,5,41,-11.53494844047482,-8.2672891960812,9,68.2529201,1
459,-11.6765849949972,-7.332110221405111,29,38,-8.68124729739734,-4.467316977617134,14,96.72910764,0
460,-13.8566540379033,-14.550654105953578,28,39,-8.00895549701483,-11.813992589872077,14,136.59268248,1
461,-12.8619378806888,-2.508702969823709,5,38,-12.73872426228728,-4.5257207157450665,14,2.65744475,0
462,-12.369125041689,-3.709386243585403,2,36,-10.46744958821217,-4.911495679595227,13,34.4877618,0
463,-13.2341094166536,-17.301832652900288,30,46,-8.09661465613317,-15.016293799228915,12,136.75213185,1
464,-14.3205283621094,-10.914805084678004,3,43,-13.34811399223122,-12.022589355898369,10,134.58982963,1
465,-12.1031955681774,-11.231691171797323,29,38,-6.97087809969934,-10.000802576158602,8,111.87971225,0
466,-12.3599939995152,-16.664523771040066,30,50,-6.23034943203237,-14.67283873073814,9,136.75212098,1
467,-12.8085452613341,-3.6857695848647296,11,38,-11.14129885872957,-3.921970901651285,14,25.62408245,0
468,-12.0273370288251,-5.328261221495529,27,37,-5.26265938717616,-4.236272310031975,14,130.17545019,1
469,-13.0025086711777,-8.85118640054484,24,45,-12.7087475335797,-8.267287300423886,12,112.5579445,1
470,-14.0439667973858,-12.088542635766734,26,40,-11.34427848083886,-10.196053625061982,14,127.91676711,1
471,-12.5488250117866,-14.23993915792576,14,38,-8.93677656066896,-12.243539279881462,14,115.4753471,1
472,-13.8282754822844,-10.649122625054652,6,36,-11.77355977741221,-11.72996240680789,11,11.09817675,0
473,-14.7563543130076,-6.644927246563768,3,40,-12.61624916613721,-8.310837772488439,7,2.66126543,0
474,-14.3323916861358,-13.466570961171286,5,46,-13.09432516674716,-14.924878101516532,13,103.22331699,1
475,-13.1710123767708,-11.511052014702118,30,44,-9.15377049009716,-8.973104180987464,9,82.46082067,0
476,-12.467002621443,-7.66947144022574,23,44,-10.73704948982502,-8.283297381165974,9,116.16382211,1
477,-13.2861689459536,-14.499886630170824,30,46,-8.35161458518136,-11.13691936818941,15,136.52815339,1
478,-11.7123741704683,-6.793675828122222,16,38,-12.26932478403717,-5.344619653625095,9,10.09498523,0
479,-11.8544128144699,-7.249410761264956,19,37,-9.5297939614917,-6.417122861147426,11,133.42623047,1
480,-12.301979830731,-3.5522106292816424,5,36,-10.40331840439386,-4.327046881530954,10,10.71386208,0
481,-13.2902810285116,-15.865894484087569,30,52,-7.30997186878538,-13.219830778620452,14,136.75185346,1
482,-14.0258655069071,-11.374805267404142,25,40,-12.36129014330905,-11.263873663458426,11,127.4074422,1
483,-13.2003764484771,-14.42435920805164,30,41,-6.43726722745256,-11.271101983366872,13,136.75018682,1
484,-12.6388017343732,-13.45068377205234,30,45,-8.24418565134018,-10.224431851198137,9,135.02988707,1
485,-13.3418104189744,-11.79859666658033,29,44,-11.27336315568998,-12.080033326400834,13,134.04113079,1
486,-14.4689586720956,-11.927870725589118,8,52,-13.59213104508993,-13.911622437853598,7,122.12390497,1
487,-13.1507876595288,-12.938936654051993,21,41,-10.28677231959022,-12.0862066955698,12,129.22489329,1
488,-14.1440586367556,-13.34276137416903,24,46,-12.94486197274468,-12.905969357723416,13,135.35561518,1
489,-12.3336728588775,-5.818030082002528,17,43,-11.84650810156046,-6.684440498456963,7,33.3305718,0
490,-12.4112775304912,-8.062272880979535,25,39,-11.18005186585537,-6.759500931764023,7,24.0130497,0
491,-12.8664020585371,-11.074829437515268,23,37,-8.90219703661594,-8.580926771805398,10,56.09677552,1
492,-12.0627296470837,-7.302789395848256,19,35,-8.01144478158544,-3.9521493264026013,15,61.95171688,1
493,-12.4151703521824,-12.087148065432284,13,40,-9.61871157410792,-10.19487068873634,7,134.30541942,1
494,-12.5393983484382,-6.141627987297623,2,38,-10.03819726714528,-8.53614894056632,14,86.5300015,1
495,-14.6302657346188,-10.152042898154356,4,40,-13.46674027674897,-10.24116224520479,11,11.43708419,0
496,-11.7267427680667,-6.8369096673700405,28,39,-10.43766785223519,-4.989141215306475,12,120.76134604,1
497,-13.0655561672097,-5.8805580193722555,17,35,-9.58395227493953,-5.587737547258207,6,37.59375723,0
498,-11.6858779661556,-3.3317248685539713,12,34,-12.33113610706776,-2.5386439599961843,9,5.45575205,0
499,-13.6909617728809,-9.469397933117055,23,47,-12.2233121787692,-9.878961365366646,9,124.96571241,1
500,-11.4804216280663,-2.3323187888828745,7,34,-10.57287379878945,-1.5072858671606255,7,5.54545904,1
501,-14.6808198561704,-15.587175615819033,30,49,-10.26455701423276,-13.195533544545334,14,136.36348666,0
502,-12.3364501236224,-4.349407098078633,25,35,-11.73759224667893,-3.6647704460929393,13,35.75477838,1
503,-11.5016589909753,-10.51162243797692,29,35,-6.09736404020851,-7.755575298335502,12,111.02030598,1
504,-14.3784212369501,-14.061704583787508,30,50,-11.71843178623798,-14.066654270022575,7,133.24613696,1
505,-12.2780726912168,-12.19126956587269,29,38,-8.77692080151683,-8.11839784869563,7,136.24614261,1
506,-11.6328884582275,-9.936919666799369,27,39,-9.15819101101573,-9.392321635966487,15,132.57195689,1
507,-13.2517775735713,-6.916286820410514,10,34,-11.79678315599362,-5.92858009785774,6,12.94421776,0
508,-12.3224993057472,-10.17360235511207,21,41,-10.66001796021879,-10.513772612375545,8,51.51311262,1
509,-14.9883418546798,-16.419687949286065,20,46,-10.83726166983673,-15.266262808880011,8,135.34095122,1
510,-11.9932153559399,-6.52396654929187,28,37,-10.76822589681612,-4.234595671331448,14,23.14411925,0
511,-13.0372101019101,-7.802402309388382,3,35,-6.83979918010542,-9.471029100841617,11,97.12936223,1
512,-14.4594079588729,-16.46020603256741,30,51,-7.66784497333502,-15.498883516635814,9,136.75202376,1
513,-12.5341737225578,-11.927801831808866,26,38,-7.91491262233519,-11.46678965395068,14,135.64262551,1
514,-14.0060730687719,-7.189014195637309,11,46,-13.41271980171796,-9.96216815547361,7,33.49871417,0
515,-13.0547035859707,-13.67672027173543,17,44,-9.80058031646596,-13.174383852046578,9,121.52847663,1
516,-11.8431204604424,-12.301694334552176,23,45,-11.51066748121654,-9.673694202150967,13,115.51598872,0
517,-13.5188101350797,-6.307146307778387,2,37,-13.46877470668684,-7.775234434317742,12,17.0488416,0
518,-11.0942088491953,-4.2622210906241005,20,36,-9.76572240643114,-3.0002727455088234,12,37.26517405,0
519,-12.427066160632,-10.206776725956114,4,38,-10.57077557625074,-10.859238724569764,15,99.80571395,1
520,-12.8744641486096,-7.280579844711925,8,37,-12.01788802333766,-8.241816453780313,12,6.04280457,0
521,-14.6098040093108,-11.138673757641389,10,46,-12.03608993234752,-10.057737507826698,6,81.47965064,0
522,-14.0000560057063,-8.153057627499848,25,38,-12.85348190758319,-7.412504089963161,7,24.63255204,1
523,-14.0325879348645,-3.400695198454219,7,38,-12.93243909880066,-4.8097826556896095,7,5.756956,1
524,-13.1052205645209,-12.670747515097148,6,41,-11.11093344032059,-12.77444394032548,12,99.64942923,1
525,-12.9966674458353,-10.208641489447839,23,42,-11.07732176577703,-7.645444564992879,14,89.30126113,1
526,-12.5002234808617,-8.89477427444811,29,44,-12.93501246195968,-7.98749504299772,9,38.90280427,0
527,-12.7321437844731,-4.669922185043861,9,36,-11.59152713594683,-3.208753148000776,8,0.19196124,0
528,-13.0756942890167,-6.749543611527283,6,35,-11.02265702163404,-6.56677707048634,10,5.75154685,0
529,-11.3384937080966,-7.288664393977005,26,36,-6.76494482489078,-3.897385864554133,8,75.90036395,1
530,-15.4534280302105,-17.01418952754398,24,45,-8.97623777282427,-15.97852165870975,7,136.74726821,1
531,-12.4825824103686,-16.018857300131554,29,50,-9.49125869405172,-15.082661173759092,11,136.72891129,1
532,-13.0253988921046,-11.296445357648818,3,40,-10.7762632236284,-12.928179328882788,11,131.08837699,1
